"ID","Age","online","Grow.Palous","Grow.PN","Grow.SW","Grow.NE","Grow.SE","Grow.MW","Grow.OUS","Gender","Years","Rent","Supplier.Moscow","Supplier.Pullman","Supplier.Dwell","Supplier.Iwell","Supplier.IDK","Supplier.other","compareuse","statement","awareness","recreation","education","wildlif","energy","flood","Task","Choice","C1.1.Cost","C2.1LargR","C2.1SmallR","C2.1WasteW","C2.1GroundW","C3.1ARebate","C3.1GRebate","C3.1GRestrict","C3.1WRestrict","C4.1AqInj","C4.1Resv","C4.1NoStore","Check","Id2"
160,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,7,2,4,5,5,5,5,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,160.3
161,15,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,20,1,0,0,0,0,0,1,0,0,0,1,1,161.3
162,15,0,0,0,1,0,0,0,0,1,7,2,0,0,0,0,0,1,1,3,1,5,5,5,5,5,3,1,30,0,0,1,0,0,0,0,1,0,1,0,1,162.3
163,15,0,0,1,0,0,0,0,0,2,5,1,0,0,0,0,1,0,1,5,2,7,7,7,7,7,3,0,20,0,0,1,0,1,0,0,0,1,0,0,1,163.3
164,14,0,0,1,0,0,0,0,0,2,6,2,0,0,0,1,0,0,1,6,2,7,6,7,5,5,3,1,10,0,1,0,0,0,0,0,1,1,0,0,1,164.3
165,13,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,6,4,3,3,4,5,5,3,1,15,0,1,0,0,0,1,0,0,0,0,1,1,165.3
166,9,0,1,0,0,0,0,0,0,2,7,1,1,0,0,0,0,0,1,6,2,2,2,2,5,5,3,0,30,1,0,0,0,0,0,0,1,1,0,0,1,166.3
167,9,0,0,1,0,0,0,0,1,2,6,1,0,0,0,0,0,1,1,6,3,5,6,6,5,4,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,167.3
168,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,6,2,6,6,6,0,6,3,1,10,0,0,0,1,0,0,1,0,1,0,0,1,168.3
169,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,7,1,7,7,7,7,7,3,0,0,0,1,0,0,0,0,0,1,1,0,0,1,169.3
170,14,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,5,2,5,5,5,6,5,3,0,20,0,0,1,0,0,1,0,0,0,1,0,1,170.3
171,14,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,7,1,5,7,7,7,7,3,1,30,0,0,0,1,1,0,0,0,0,0,1,1,171.3
172,10,0,0,1,0,0,0,0,0,2,6,2,0,0,1,1,0,0,1,7,1,7,7,7,7,7,3,1,10,0,1,0,0,1,0,0,0,0,1,0,1,172.3
173,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,4,4,3,3,3,4,5,3,0,30,1,0,0,0,0,0,1,0,0,1,0,1,173.3
174,10,0,0,0,0,1,0,0,0,2,6,2,1,0,0,0,0,0,1,7,4,7,7,7,5,3,3,1,10,0,0,1,0,0,1,0,0,1,0,0,1,174.3
175,13,0,0,0,0,0,0,0,1,2,7,2,0,0,0,0,0,1,1,6,2,6,7,7,7,2,3,1,10,0,0,1,0,0,0,1,0,1,0,0,1,175.3
176,10,0,0,1,0,0,0,0,0,2,5,2,0,0,1,0,0,0,1,0,3,6,6,6,6,7,3,0,0,0,1,0,0,0,1,0,0,0,0,1,1,176.3
177,14,0,0,0,1,0,0,0,0,1,7,2,0,1,0,0,0,0,1,5,3,4,4,4,6,6,3,1,0,0,1,0,0,0,1,0,0,0,0,1,1,177.3
178,14,0,0,1,0,0,0,0,0,2,6,2,0,0,0,1,0,0,1,4,2,5,5,5,2,3,3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,178.3
179,14,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,7,2,7,7,7,6,7,3,0,30,1,0,0,0,0,1,0,0,0,1,0,1,179.3
180,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,7,2,3,3,3,4,5,3,1,10,1,0,0,0,1,0,0,0,0,1,0,1,180.3
181,14,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,6,4,7,6,6,7,7,3,0,0,0,0,0,1,0,0,1,0,0,1,0,1,181.3
182,8,0,1,1,0,0,0,0,0,2,7,1,0,0,1,0,0,0,1,7,2,6,7,7,6,7,3,0,0,1,0,0,0,0,0,1,0,0,0,1,1,182.3
183,14,0,1,0,0,0,1,0,0,2,7,0,0,0,1,0,0,0,1,6,3,4,4,4,7,6,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,183.3
184,10,0,0,0,0,0,0,1,0,2,5,4,0,0,0,0,0,1,1,4,3,6,6,6,5,3,3,0,20,1,0,0,0,0,0,1,0,0,0,1,1,184.3
185,15,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,6,2,6,5,6,5,5,3,1,10,0,0,1,0,0,1,0,0,1,0,0,1,185.3
186,10,0,0,0,0,0,0,1,1,3,7,2,0,0,0,0,0,1,1,5,1,4,6,4,5,4,3,0,0,0,0,0,1,0,1,0,0,0,1,0,1,186.3
187,15,0,0,1,0,0,0,0,0,1,7,2,0,0,0,1,0,0,1,5,2,5,4,4,5,5,3,1,5,0,0,0,1,0,0,1,0,0,1,0,1,187.3
188,13,0,1,0,0,0,0,0,0,3,7,2,0,0,0,0,0,1,1,0,4,6,6,6,6,7,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,188.3
189,15,0,0,1,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,4,3,2,3,3,3,1,3,1,0,0,0,1,0,0,0,0,1,0,1,0,1,189.3
190,13,0,0,0,0,0,0,1,0,1,7,2,0,0,0,0,0,1,1,5,3,5,5,3,4,0,3,1,0,0,0,0,1,0,0,0,1,0,1,0,1,190.3
191,13,0,0,1,0,0,0,1,0,3,6,2,0,0,0,0,0,1,1,6,4,5,6,6,6,3,3,1,20,0,0,1,0,0,1,0,0,1,0,0,1,191.3
192,14,0,0,0,0,0,1,0,0,2,5,1,1,0,0,0,0,0,1,7,3,7,2,7,4,7,3,0,20,0,1,0,0,0,0,1,0,0,0,1,1,192.3
193,8,0,0,1,0,0,0,0,0,2,2,1,0,0,0,1,0,0,1,7,1,7,7,7,7,7,3,1,10,0,0,1,0,0,1,0,0,0,0,1,1,193.3
194,9,0,0,1,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,7,2,0,7,7,7,7,3,0,25,0,1,0,0,0,0,0,1,0,1,0,1,194.3
195,15,0,0,0,0,0,0,1,0,3,7,2,0,1,0,0,0,0,1,0,3,5,5,6,4,5,3,1,0,1,0,0,0,0,0,0,1,0,0,1,1,195.3
196,15,0,1,0,0,0,0,0,0,2,7,1,0,0,0,0,1,0,1,3,1,5,4,4,6,6,3,1,0,0,0,0,1,0,0,0,1,1,0,0,1,196.3
197,13,0,0,1,0,0,0,0,0,3,7,2,0,0,0,0,0,1,1,7,2,3,4,6,6,5,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,197.3
198,13,0,0,1,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,5,1,6,5,6,5,5,3,0,10,0,0,1,0,0,1,0,0,1,0,0,1,198.3
199,14,0,0,0,0,1,0,0,0,1,7,2,0,0,1,0,0,0,1,0,3,0,7,7,7,7,3,0,30,0,1,0,0,0,0,0,1,0,1,0,1,199.3
200,9,0,0,1,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,4,1,4,4,3,4,5,3,0,30,0,1,0,0,0,0,1,0,0,0,1,1,200.3
201,15,0,0,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,0,3,6,5,7,7,7,3,0,30,0,0,1,0,0,0,1,0,1,0,0,1,201.3
202,8,0,1,1,0,0,0,0,0,2,4,2,0,0,1,0,0,0,1,7,2,5,7,7,6,6,3,0,30,1,0,0,0,0,0,0,1,1,0,0,1,202.3
203,10,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,0,3,6,5,7,6,6,3,1,20,1,0,0,0,0,0,0,1,1,0,0,1,203.3
204,13,0,1,0,0,0,1,0,0,2,7,2,0,0,1,0,0,0,1,7,3,7,0,7,4,0,3,0,20,0,0,0,1,1,0,0,0,0,1,0,1,204.3
205,13,0,1,0,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,2,3,3,3,3,3,3,3,0,35,1,0,0,0,0,0,1,0,1,0,0,1,205.3
206,9,0,1,0,0,0,0,0,0,1,6,2,0,0,0,0,0,1,1,7,1,7,5,7,6,6,3,1,0,0,0,1,0,0,0,0,1,0,0,1,1,206.3
207,9,0,1,0,0,0,0,0,0,2,6,2,0,0,0,0,0,1,1,6,1,7,5,5,5,7,3,0,20,0,0,0,1,0,0,1,0,0,1,0,1,207.3
208,9,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,5,3,3,4,3,4,5,3,0,25,0,1,0,0,0,0,1,0,1,0,0,1,208.3
209,15,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,5,2,6,5,6,5,6,3,0,30,0,1,0,0,0,1,0,0,1,0,0,1,209.3
210,15,0,0,1,0,0,0,0,0,3,5,2,0,0,1,1,0,0,1,0,4,6,5,6,6,7,3,1,5,0,1,0,0,0,0,1,0,1,0,0,1,210.3
211,13,0,0,0,0,1,0,0,0,2,6,1,0,1,0,0,0,0,1,7,3,7,7,7,7,5,3,1,30,1,0,0,0,0,0,0,1,0,1,0,1,211.3
212,13,0,0,1,0,0,0,1,0,2,4,1,0,0,1,1,0,0,1,0,3,7,5,7,7,7,3,1,10,0,0,0,1,0,0,0,1,1,0,0,1,212.3
213,13,0,1,0,0,0,1,0,0,2,7,4,0,0,0,1,0,0,1,3,1,0,0,0,0,0,3,0,25,1,0,0,0,1,0,0,0,0,1,0,1,213.3
214,9,0,1,0,0,0,0,0,0,2,7,1,0,0,0,0,0,1,1,0,1,6,6,6,6,6,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,214.3
215,15,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,1,1,7,3,5,7,7,7,7,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,215.3
216,10,0,0,1,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,7,3,6,5,6,5,5,3,0,25,0,1,0,0,0,0,1,0,0,0,1,1,216.3
217,15,0,0,1,0,0,0,0,0,1,6,2,0,0,1,0,0,0,1,7,3,7,7,7,7,7,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,217.3
218,9,0,1,1,0,0,0,0,0,2,4,2,0,0,0,0,0,1,1,6,2,5,4,7,3,5,3,1,35,1,0,0,0,0,1,0,0,1,0,0,1,218.3
219,9,0,0,1,0,0,0,0,0,1,4,2,0,0,0,0,0,1,1,7,3,4,3,6,6,5,3,1,20,0,0,0,1,0,0,1,0,1,0,0,1,219.3
220,14,0,1,0,0,0,0,0,0,3,6,2,0,0,1,0,0,0,1,0,2,5,6,7,5,0,3,0,10,1,0,0,0,0,1,0,0,0,1,0,1,220.3
221,15,0,0,1,0,0,0,0,0,1,7,2,0,0,1,1,0,0,1,5,3,5,6,6,6,6,3,1,30,0,0,1,0,0,1,0,0,0,1,0,1,221.3
222,14,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,0,1,6,3,6,3,6,3,1,0,0,0,0,1,0,0,1,0,1,0,0,1,222.3
223,15,0,0,0,1,0,0,0,0,2,5,1,1,0,0,0,0,0,1,7,3,7,7,7,5,7,3,0,0,0,0,1,0,0,0,1,0,1,0,0,1,223.3
224,8,0,0,1,0,0,0,0,0,2,7,1,0,1,0,0,0,0,1,7,1,7,7,7,7,7,3,0,20,0,1,0,0,0,0,0,1,0,0,1,1,224.3
225,8,0,0,0,0,1,0,0,0,1,4,2,0,1,0,0,0,0,1,5,1,7,7,5,6,7,3,0,10,1,0,0,0,0,0,1,0,0,1,0,1,225.3
226,10,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,6,1,7,7,7,7,7,3,1,25,0,1,0,0,0,0,1,0,1,0,0,1,226.3
227,15,0,1,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,1,5,1,6,5,5,5,5,3,1,0,1,0,0,0,1,0,0,0,0,1,0,1,227.3
228,15,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,5,3,2,5,4,4,2,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,228.3
229,13,0,0,0,0,0,1,0,0,2,4,1,0,1,0,0,0,0,1,0,2,3,3,3,3,5,3,1,20,0,0,1,0,0,0,0,1,0,0,1,1,229.3
230,13,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,0,2,6,6,6,5,4,3,1,20,0,1,0,0,1,0,0,0,1,0,0,1,230.3
231,15,0,1,0,0,0,0,0,0,1,7,1,0,0,1,1,0,0,1,6,3,2,3,5,3,3,3,1,10,0,0,0,1,0,0,0,1,1,0,0,1,231.3
232,13,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,7,3,1,4,6,3,4,3,0,0,0,1,0,0,0,0,1,0,0,0,1,1,232.3
233,9,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,0,2,3,1,4,2,1,3,1,30,0,0,1,0,1,0,0,0,0,0,1,1,233.3
234,13,0,0,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,4,2,5,5,5,5,4,3,1,30,0,0,0,1,0,0,1,0,0,1,0,1,234.3
235,10,0,0,0,0,0,0,0,1,2,4,1,0,1,0,0,0,0,1,7,1,7,7,7,6,7,3,0,25,0,1,0,0,0,0,1,0,0,0,1,1,235.3
236,10,0,0,1,0,0,0,0,0,2,3,2,0,1,0,0,0,0,1,5,2,7,5,7,7,6,3,0,0,1,0,0,0,0,0,1,0,0,1,0,1,236.3
237,10,0,0,1,1,0,0,0,0,1,5,2,0,0,0,0,0,1,1,4,2,7,6,7,7,7,3,0,30,0,0,1,0,0,1,0,0,1,0,0,1,237.3
238,14,0,1,0,0,0,0,0,0,1,7,2,0,1,0,0,0,0,1,7,3,7,7,7,7,7,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,238.3
239,14,0,0,0,0,0,0,1,0,2,5,4,0,0,0,0,0,0,1,3,3,0,3,0,0,0,3,1,0,0,0,0,1,0,0,1,0,0,0,1,1,239.3
240,13,0,0,1,0,0,0,0,0,2,7,2,0,0,0,0,0,1,1,6,4,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,1,0,0,1,240.3
241,9,0,1,0,0,1,0,0,0,2,6,1,0,1,0,0,0,0,1,6,1,7,7,7,7,7,3,1,0,0,1,0,0,0,0,1,0,1,0,0,1,241.3
242,14,0,1,0,0,0,0,1,0,1,7,2,0,0,0,0,0,1,1,5,3,6,6,6,6,6,3,0,10,0,0,0,1,0,0,1,0,0,1,0,1,242.3
243,10,0,0,1,0,0,0,0,0,2,6,2,0,1,0,0,0,0,1,5,1,5,5,5,5,5,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,243.3
244,14,0,0,1,0,0,0,0,0,2,5,2,0,1,0,0,0,0,1,7,2,4,5,6,5,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,244.3
245,13,0,1,0,0,0,1,0,0,1,7,2,0,0,0,0,0,1,1,6,2,5,5,4,4,4,3,1,5,1,0,0,0,0,0,1,0,1,0,0,1,245.3
246,9,0,1,1,0,0,0,0,0,2,6,1,0,0,1,0,0,0,1,7,1,7,7,4,7,7,3,0,0,0,0,0,1,0,0,1,0,0,0,1,1,246.3
247,10,0,0,0,0,0,0,0,1,2,5,2,0,1,0,0,0,0,1,6,1,5,5,7,6,6,3,0,30,0,0,0,1,0,0,1,0,0,0,1,1,247.3
248,9,0,1,1,0,0,0,0,0,1,4,2,0,1,0,0,0,0,1,5,2,6,5,7,5,6,3,1,5,0,0,0,1,0,0,0,1,1,0,0,1,248.3
249,14,0,0,1,0,0,0,1,0,1,7,2,0,0,1,0,0,0,1,7,3,2,2,4,5,5,3,0,35,1,0,0,0,0,0,1,0,0,0,1,1,249.3
250,14,0,0,0,0,0,0,1,0,2,4,1,0,1,0,0,1,0,1,7,3,7,7,7,7,7,3,0,5,0,1,0,0,0,0,1,0,0,0,1,1,250.3
251,14,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,6,3,5,5,5,5,3,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,251.3
252,13,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,3,2,3,3,3,4,3,3,1,5,0,0,1,0,0,1,0,0,1,0,0,1,252.3
253,9,0,1,0,0,0,0,0,0,2,7,4,0,0,0,0,0,1,1,7,1,7,7,7,7,7,3,1,10,0,0,1,0,0,0,0,1,1,0,0,1,253.3
254,14,0,0,0,0,1,0,0,0,1,4,2,0,0,0,0,0,1,1,6,3,3,4,4,4,5,3,1,0,1,0,0,0,0,1,0,0,0,0,1,1,254.3
255,14,0,0,1,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,7,2,7,7,7,4,7,3,1,5,0,0,0,1,1,0,0,0,0,0,1,1,255.3
256,10,0,1,0,0,0,0,0,0,1,5,2,0,1,0,0,0,0,1,0,2,5,5,6,7,7,3,0,35,0,1,0,0,0,0,1,0,1,0,0,1,256.3
257,13,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,7,4,7,4,4,4,5,3,1,25,0,0,0,1,1,0,0,0,1,0,0,1,257.3
258,10,0,0,1,0,0,0,0,1,2,4,1,0,0,1,0,0,0,1,7,1,7,7,7,7,7,3,1,0,0,1,0,0,0,0,0,1,0,1,0,1,258.3
259,10,0,0,1,0,0,0,0,0,1,7,1,0,0,1,1,0,0,1,7,2,4,4,5,5,2,3,1,0,0,0,1,0,0,0,1,0,1,0,0,1,259.3
260,14,0,0,1,0,0,0,0,0,1,7,2,0,0,1,0,0,0,1,4,1,3,3,5,3,4,3,0,20,0,0,1,0,0,0,0,1,0,1,0,1,260.3
261,13,0,1,0,0,0,0,1,0,1,7,2,0,1,0,0,0,0,1,7,4,3,4,3,6,5,3,1,30,0,1,0,0,1,0,0,0,1,0,0,1,261.3
262,13,0,0,1,0,0,0,0,0,2,4,2,0,1,0,0,0,0,1,7,2,6,7,7,4,7,3,0,30,0,0,1,0,0,1,0,0,0,1,0,1,262.3
263,15,0,1,0,0,0,0,0,0,2,7,2,0,1,0,0,0,0,1,5,2,6,5,6,6,6,3,1,10,1,0,0,0,0,0,1,0,0,1,0,1,263.3
264,14,0,0,0,1,0,0,0,0,2,7,2,0,0,1,0,0,0,1,7,2,4,1,7,4,0,3,0,30,1,0,0,0,1,0,0,0,0,0,1,1,264.3
265,14,0,0,1,0,1,0,1,0,1,4,2,0,0,1,0,0,0,1,3,4,4,5,4,4,5,3,1,0,0,1,0,0,1,0,0,0,1,0,0,1,265.3
266,15,0,1,0,0,0,0,0,0,2,7,2,0,0,1,0,0,0,1,5,3,5,5,5,5,5,3,1,20,0,0,0,1,1,0,0,0,1,0,0,1,266.3
267,15,0,0,1,0,0,0,0,0,2,4,2,0,0,1,0,0,0,1,7,2,5,6,5,7,6,3,1,0,0,0,1,0,0,0,0,1,0,0,1,1,267.3
268,15,0,1,0,0,0,0,0,0,1,7,2,0,0,1,1,0,0,1,7,3,3,5,7,6,1,3,1,5,0,1,0,0,1,0,0,0,0,1,0,1,268.3
269,15,0,0,1,0,0,0,1,0,1,7,2,1,0,0,0,0,0,1,0,4,5,5,4,6,5,3,1,15,0,1,0,0,0,0,0,1,1,0,0,1,269.3
270,15,0,1,0,0,0,0,0,0,1,7,2,1,0,0,0,1,0,1,6,3,6,6,5,6,6,3,0,20,0,0,0,1,0,1,0,0,1,0,0,1,270.3
271,9,0,0,1,0,0,0,0,0,2,4,4,0,0,0,0,1,0,1,7,3,7,7,7,7,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,271.3
272,15,0,0,1,0,0,0,0,0,1,7,2,1,0,0,0,0,0,1,0,3,5,2,5,3,5,3,0,35,1,0,0,0,0,0,0,1,0,0,1,1,272.3
273,10,0,0,1,0,0,0,0,0,2,6,2,0,1,0,0,0,0,1,7,3,2,3,6,5,6,3,1,0,0,0,1,0,0,0,0,1,0,1,0,1,273.3
274,10,0,1,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,1,7,3,6,5,7,6,6,3,1,0,0,0,1,0,1,0,0,0,0,0,1,1,274.3
275,13,0,0,1,0,0,0,0,0,2,4,2,0,0,0,0,0,0,1,7,2,7,7,7,7,7,3,0,10,1,0,0,0,0,0,0,1,0,1,0,1,275.3
276,8,0,0,1,0,0,0,0,0,2,3,1,1,0,0,1,0,0,1,7,2,7,7,7,7,7,3,1,0,0,0,1,0,0,0,0,1,1,0,0,1,276.3
277,13,0,0,0,1,0,0,0,0,2,7,1,1,0,0,0,0,0,1,7,3,7,7,7,7,7,3,1,15,0,0,1,0,0,0,0,1,0,1,0,1,277.3
278,9,0,0,0,1,0,0,0,0,2,3,2,1,0,0,0,0,0,1,5,2,7,7,7,7,7,3,1,0,0,0,1,0,0,1,0,0,1,0,0,1,278.3
279,8,0,1,0,0,0,0,0,0,2,7,4,0,0,1,1,0,0,1,3,3,5,4,5,4,7,3,1,5,0,0,1,0,0,1,0,0,1,0,0,1,279.3
280,15,0,0,0,0,0,0,1,0,1,7,2,0,0,1,0,0,0,1,6,4,3,6,6,4,5,3,0,20,0,1,0,0,0,1,0,0,1,0,0,1,280.3
281,9,0,1,0,0,0,0,0,0,2,7,2,0,0,0,1,0,0,1,0,2,3,5,4,3,3,3,0,5,0,0,1,0,0,0,1,0,1,0,0,1,281.3
282,10,0,0,1,0,0,0,0,0,2,4,2,1,0,0,0,0,0,1,7,3,0,0,0,7,0,3,1,30,0,0,1,0,0,1,0,0,1,0,0,1,282.3
283,14,0,0,0,0,1,0,0,0,1,7,2,0,0,0,0,1,1,1,0,2,7,7,7,7,7,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,283.3
284,15,0,0,0,0,0,1,0,0,1,7,2,0,0,1,0,0,0,1,6,2,7,0,7,1,1,3,1,5,0,0,0,1,0,0,1,0,1,0,0,1,284.3
285,13,0,0,1,0,0,0,0,0,3,7,1,1,0,0,0,0,0,1,4,3,4,4,6,3,3,3,0,30,1,0,0,0,0,1,0,0,1,0,0,1,285.3
286,13,0,0,1,0,0,0,0,0,2,7,4,0,0,0,0,0,1,1,4,4,4,0,0,6,0,3,0,20,0,0,0,1,0,0,1,0,1,0,0,1,286.3
287,13,0,0,0,0,1,0,0,1,2,6,2,1,0,0,0,0,0,1,6,3,1,6,6,6,6,3,1,0,0,0,1,0,0,0,0,1,0,1,0,1,287.3
288,15,0,0,1,0,0,0,0,1,1,2,2,0,0,1,0,0,1,1,0,3,4,4,4,4,4,3,0,20,1,0,0,0,0,0,0,1,1,0,0,1,288.3
289,14,0,0,0,0,0,0,1,0,1,6,2,1,0,0,0,0,0,1,6,1,7,6,6,5,6,3,1,0,0,0,1,0,0,1,0,0,0,1,0,1,289.3
290,15,0,1,0,0,0,0,0,0,1,7,2,0,0,0,0,1,1,1,7,3,7,7,7,7,7,3,1,0,0,0,0,1,0,1,0,0,0,1,0,1,290.3
291,15,0,1,0,0,0,0,0,0,3,6,2,0,0,1,0,0,0,1,6,4,6,3,0,5,6,3,0,15,0,0,0,1,0,0,0,1,1,0,0,1,291.3
292,14,0,0,0,1,0,0,0,0,1,4,2,1,0,0,0,0,0,1,7,3,4,7,4,7,7,3,0,30,0,0,0,1,0,0,0,1,1,0,0,1,292.3
293,14,0,1,1,0,0,1,0,0,2,7,2,0,0,1,0,0,0,1,7,4,5,7,5,7,7,3,1,25,0,0,1,0,0,0,1,0,0,0,1,1,293.3
294,10,0,0,1,0,0,0,0,0,1,5,2,0,0,0,0,0,1,1,7,4,2,3,5,6,5,3,0,0,1,0,0,0,0,0,0,1,0,0,1,1,294.3
295,15,0,0,0,0,0,0,0,0,2,7,2,0,0,1,1,0,0,1,7,3,7,7,7,7,7,3,1,20,0,0,1,0,1,0,0,0,0,0,1,1,295.3
296,14,0,1,1,0,0,0,0,0,1,7,2,0,0,0,0,0,1,1,6,1,5,3,6,7,6,3,1,0,1,0,0,0,1,0,0,0,1,0,0,1,296.3
297,15,0,0,1,0,0,0,0,0,2,3,1,1,0,0,0,0,0,1,7,2,7,6,7,7,5,3,1,35,0,0,0,1,0,0,0,1,0,1,0,1,297.3
298,10,0,0,0,0,0,0,1,0,1,7,2,1,0,0,0,0,0,1,0,3,6,3,5,3,4,3,0,20,0,1,0,0,0,0,0,1,1,0,0,1,298.3
299,8,0,1,0,0,0,0,0,0,1,6,4,0,0,0,0,0,1,1,6,2,1,1,4,6,2,3,0,20,0,0,1,0,1,0,0,0,1,0,0,1,299.3
300,13,0,0,0,1,0,0,0,0,1,5,2,0,0,1,0,0,0,1,0,2,5,4,6,6,7,3,1,15,0,0,0,1,0,1,0,0,0,0,1,1,300.3
301,14,0,0,1,0,0,1,0,0,2,6,4,0,1,0,0,0,1,1,0,2,5,7,5,7,6,3,0,30,0,1,0,0,0,0,0,1,0,0,1,1,301.3
302,13,0,1,0,0,0,1,0,0,1,7,2,0,0,1,0,0,0,1,2,3,2,3,5,4,2,3,1,20,0,0,0,1,1,0,0,0,1,0,0,1,302.3
303,9,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,0,1,3,1,6,1,3,1,1,3,0,25,0,1,0,0,0,0,0,1,1,0,0,1,303.3
304,14,0,0,0,1,0,0,0,0,2,3,1,0,1,0,0,0,0,1,0,2,6,6,6,6,6,3,1,15,0,1,0,0,0,1,0,0,0,1,0,1,304.3
305,15,0,1,0,0,0,0,0,0,3,6,2,1,0,0,0,0,0,1,6,3,0,4,6,2,2,3,0,15,0,0,0,1,0,0,1,0,0,1,0,1,305.3
306,8,0,1,0,0,0,0,0,0,2,5,4,0,1,0,0,0,0,1,7,3,2,7,6,7,6,3,1,10,0,0,0,1,0,0,0,1,1,0,0,1,306.3
308,15,0,0,1,0,0,0,0,0,1,4,1,1,0,0,0,0,0,1,5,2,5,3,4,2,1,3,1,0,0,0,0,1,1,0,0,0,1,0,0,1,308.3
309,15,0,0,0,0,0,0,1,0,2,5,2,1,0,0,0,0,0,1,0,4,0,7,7,7,7,3,0,20,0,1,0,0,0,0,0,1,0,1,0,1,309.3
310,10,0,0,0,0,1,0,0,1,2,4,1,1,0,0,0,0,0,1,7,1,3,3,4,5,5,3,0,0,0,0,1,0,0,1,0,0,1,0,0,1,310.3
311,13,0,0,0,0,1,0,0,1,1,7,2,1,0,1,0,0,0,1,7,2,5,7,7,4,7,3,1,0,0,0,1,0,0,0,1,0,0,1,0,1,311.3
312,8,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,6,2,4,6,6,7,3,3,0,30,1,0,0,0,0,0,0,1,0,1,0,1,312.3
313,9,0,1,0,0,0,1,0,0,1,2,1,0,0,0,0,1,0,1,7,3,3,6,5,4,7,3,0,5,0,1,0,0,0,1,0,0,0,1,0,1,313.3
314,9,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,1,0,1,6,2,3,7,6,6,5,3,0,20,0,1,0,0,1,0,0,0,0,1,0,1,314.3
315,9,0,0,0,0,0,0,1,0,1,4,2,1,0,0,0,0,0,1,7,2,0,4,5,7,5,3,1,10,1,0,0,0,0,0,0,1,0,0,1,1,315.3
